What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
What is the treatment of multiple myeloma?	Multimodal: chemo, radiation, surgery	
Where can giant cell tumor metastasize?	Benign but aggressive lesion that can in rare cases metastasize to the lung	
Where does giant cell tumor most commonly occur?	Knee and sacrum	
What does giant cell tumor look like on XR?	purely lytic, destructive lesion in metaphysis extending to the epiphysis. Often borders subchondral bone	
What is the treatment of giant cell tumor?	Removal with preservation of the involved joint.   Curettage and subsequent rectonstruch with subchondral bone grafts or methylmethacrylate	
What age group does Ewing sarcoma affect?	Children >5 years	
What does Ewing sarcoma look like on XR?	large destructive, metaphyseal and diaphyseal.      Onionskinning (periosteum lifted off in multiple layers)	
What does Ewing sarcoma stain positive for on immunohistochemistry?	CD99	
What should be biopsied for staging in Ewing sarcoma?	Bone marrow	
What is the treatment of Ewing sarcoma?	Chemo and irradiation   Evolving role of surgery	
Where does Ewing metastasize? (3)	Lung (50%) Bone (25%) Bone marrow (20%)	
Where does adamantinoma classically manifest? What is the treatment?	anterior cortex of the tibial diaphysis. Tx with wide resection	
Describe the aggressiveness of aneurysmal bone cysts.	Nonneoplastic but can destroy normal bone and extend into soft tissue.	
What does aneurysmal bone cyst look like on XR? What is characteristic on MRI?	XR--Metaphyseal, eccentric, lyic, expansile MRI--fluid-fluid levels	
What is the treatment of aneurysmal bone cyst?	Curettage and bone grafting. Recurrence is common in children	
Where does unicameral bone cyst most commonly appear? How does it present?	Proximal humerus   pain or pathologic fracture	
What does unicameral bone cyst look like on XR?	symmetric cystic expansion with thinning of involved cortices	
Compare aneurysmal bone cyst to unicameral bone cyst: 1. Presentation 2. Common bones involved 3. Location in bone and expansion	1. ABC--Pain/swelling     UBC--pathologic fx, sometime pain   2. ABC--distal femur, proximal tibia     UBC--proximal humerus, proximal femur   3. Both metaphyseal     ABC--eccentric, expands wider than growth plate    UBC--central, does not expan wider than growth plate.	
What is Langerhan cell histiocytosis? Name 3 entities it manifests as.	Clonal proliferation of Langerhans cells, abnormal cells deriving from bone marrow   Manifests as: -Eosinophilic granuloma -Hand-Schuller-Christian disease -Letterer-Siwe disease	
What is eosinophilic granuloma?	A benign, self-limiting form of Langerhans cell histiocytosis.   Manifests as a monostotic, highly destructive lesion with a well defined margin.	
What is Hand-Schuller-Christian disease?	A form of Langerhans cell histocytosis.   Triad of: -Diabetes insipidus -Exophthalmos (skull defects) -Multiple bone lesions	
What is Letterer-Siwe disease? Prognosis?	A form of Langerhans cell histiocytosis.   Fulminating condition, rapidly progressing. Langerhans cells proliferating in many tissues.   Seen in children under age 2, typically fatal. With aggressive chemo 5 year survial is 50%	
Describe the signaling pathway in fibrous dysplasia.	Genetic activating mutation of the GSalpha surface protein (GNAS1), results in increased production of cAMP.	
What is the classic XR description of fibrous dysplasia?	ground glass	
"What are the ""buzz words"" used to describe the histologic appearance of fibrous dysplasia?"	-alphabet soup -chinese letters	
What happens when autogenous bone grafting is used for fibrous dysplasia?	Never do it!   The transplanted bone is quickly tranformed into the woven bone of fibrous dysplasia.	
How does polyostotic fibrous dysplasia differ from monostotic fibrous dysplasia?	Polyostotic=multiple bones, Monostotic=one bone   Polyostotic -less common -more symptomatic -diagnosed earlier (before age 10)	
What is McCune-Albright syndrome? Name 3 findings.	Polyostotic fibrous dysplasia with endocrinopathy.   -cafe au lait spots -precocious puberty -polyostotic fibrous dysplasia	
What is osteofibrous dysplasia?	A benign non-neoplastic condition considered a fibrovascular defect.   Involves tibia 85% of the time. May present with pain, fracture, firm swelling over tibia   Similar manifestation to fibrous dysplasia but in children younger than 10 years.	
What is Paget's disease characterized by?	Abnormal bone remodeling resulting in coarsened trabeculae and remodeled cortices.	
What is medical treatment of Paget's diseased aimed at? Name 2 agents.	Retarding activity of osteoclasts -diphosphonates -calcitonin	
What is the risk of malignant degeneration in Paget's disease?	<1% risk of formation of a sarcoma within focus of Paget disease	
What is the prognosis of a Paget sarcoma?	deadly. <20% long-term survival.	
Patients older than 40 with a destructive bone lesion should be presumed to have what?	metastatic disease	
Name the 5 carcinomas most likely to metastasize to bone.	-prostate -thyroid -breast -lung -kidney	
Where do pathologic fractures secondary to metastatic disease most commonly occur?	proximal femur	
What are the hallmark histologic appearances of metastatic disease?	Epithelial cells in a fibrous stroma. Epithelial cells often arranged in a glandular pattern.	
Describe the signaling pathway which results in bone destruction in metastatic disease.	-Tumor cells secrete PTHrP -PTHrP stimulates RANKL release -RANKL activates osteoclasts	
Tumor that stains positive for SMA.	Leiomyosarcoma	
Tumor that stains positive for desmin.	Rhabdomyosarcoma	
Tumor that stains positive for MyoD1/myogenin (myf-4)	RHabdomyosarcoma	
Tumor that stains positive for S-100	Schwannoma, MPNST	
Tumor that stains positive for CD34/CD31.	hemangioma, hemangioendothelioma, angiosarcoma	
Tumor that stains positive for beta-catenin	fibromatosis	
Tumor that stains positive for CD99	Ewing sarcoma, PNET	
Tumors that stains positive for keratin (2)	synovial sarcoma adamantinoma   Misc epithelioid sarcomas and carcinomas as well	
Tumor that stains positive for EMA	synovial sarcoma, epithelioid sarcomas	
Tumor that stains positive for CD20, CD45	lymphoma	
Tumor that stains positive for CD138	myeloma	
Name the tumor	Lipoma	
Name the tumor	Liposarcoma -T1 shows left rectus lesion consisten with fat in some areas, with fat suppression the fat areas suppress but the liposarcoma does not -Immature lipoblasts intermixed with spindle cells	
Name the tumor.	Dedifferentiated liposarcoma -T1 shows lesion that is mostly fat, lobule on the left has a clearly demarcated area that does not suppress on fat images -highly malignant on histology with highly cellular elements with high mitotic rate and large, bizarre cells	
Describe the histology of Schwannoma	Antoni A and B areas:   Antoni A--compact spindle cells with nuclear palisading, whorling of cells, Verocay bodies   Antoni B--less orderly and cellular, haphard, inflammatory cells	
Name the tumor	Osteoid Osteoma -well-circumscribed lytic lesion with dense surrounding bone and a central nidus -mineralizing new bone with a loose fibrovascular stroma	
What is the chemo regimen for osteosarcoma and their toxicities?	--Doxorubicin (cardiac toxicity) --Cisplatin (neurotoxicity) --methotrexate (add leucovorin if myolosuppression)	
Name the tumor	Conventional osteoblastic osteosarcoma -poorly defined, metaphyseal osteoblastic lesion -lacelike mineralizing osteoid surrounding atypical osteoblasts, pleomorphism, bone formation	
Name the tumor	Parosteal osteosarcoma -exophytic bony mass, posterior cortex of distal femur -plates of new bone in a fibrous matrix, fibrous stroma with atypical cells	
Name the tumor	Periosteal osteosarcoma -surface lesion with bone formation -cartilage and bone formation on histo, pleomorphism, direct production of osteoid by tumor cells	
Name the tumor	Enchondroma -densely mineralized medullary lesion -mineralized hyaline cartilage, bland chondrocytes in lacunae	
Name the tumor	"Osteochondroma -sessile, metaphyseal, medullary/cortical continuity -osteochondroma with a cartilaginous cap, ""C"" is a close-up view of the cartilage cap shwoing endochondral ossification"	
Name the tumor	High grade chondrosarcoma -expansile lytic lesion, stippled calcifications -cartilage with permeative growth pattern	
Name the tumor	Periosteal chondroma -Surface lesion, stippled calcifications, cortical scalloping -Bland hyaline cartilage, chondrocytes and cartilage matrix	
Name the tumor	chondroblastoma -well circumscribed lytic lesion with a sclerotic rim -cellular stroma in a chondroid matrix, rounded stromal cells, multinucleated giant cells	
Name the tumor	Giant cell tumor -Well circumscribed lytic lesion in epiphysis and metaphysis -Sheets of multinucleated giant cells	
Name the tumor	Chondromyxoid fibroma -well-circumscribed lytic lesion, rim of sclerotic bone -lobules of fibromyxoid tissue, myxoid stroma with stellate cells	
Name the tumor	Dedifferentiated chondrosarcoma -focal dense mineralization surrounded by a poorly defined lytic lesion -island of hyaline cartilage surrounded by cellular neoplasm, hyaline cartilage adjacent to pleomorphic rounded cells	
Name the tumor	Metaphyseal fibrous defect (NOF) -scalloped, well circumscribed, lytic lesion with a sclerotic rim -spindle cells in a storiform pattern, occasional multinucleated giant cells	
Name the tumor	Fibrosarcoma -permeative lytic lesion -Atypical spindle cells	
Name the tumor	Malignant fibrous histiocytoma --poorly defined lytic lesions in the proximal and distal humerus --spindle cells in a storiform pattern, uniform population of pleomorphic cells	
Name the tumor	Chordoma -Destructive lesion of the sacrum -lobular arrangement of tissue, nests of physaliferous cells	
Name the tumor	Hemangioma -vertical strictions -dilated vascular spaces in marrow, endothelium-lined spaces	
Name the tumor	Lymphoma of bone -poorly circumscribed lytic lesion -marrow replacement by a uniform population of lymphoid cells	
Name the tumor	Multiple myeloma -poorly circumscribed lytic lesion -sheets of uniform atypical plasma cells	
Name the tumor	Ewing sarcoma -destructive, expansile lesion -bone surrounded by highly cellular neoplasm, sheets of rounded cells	
Name the tumor	Adamantinoma -diaphyseal, bubbly, symmetric, lytic lesion -biphasic differentiation: spindle cells and epithelioid cells, glandular formation mixed with spindle cells	
Name the tumor	Aneurysmal bone cyst -Eccentric, well-defined lytic lesion -Blood filled lakes, fibroblasts, multinucleated giant cells	
Name the tumor	Unicameral bone cyst -symmetric, midline, well-circumscribed, lytic lesion in the humeral metaphysis -Fibrous tissue, reactive bone, multinucleated giant cells, uniform spindle cells without atypia	
Name the tumor	Eosinophilic granuloma -well circumscribed, sclerotic rim, femoral metaphysis -heterogeneous population, inflammatory cells, langerhans histiocytes, eosinophils	
Name the tumor	Fibrous dysplasia -long, symmetric lytic lesion, ground glass appearance -Seams of osteoid in a bland fibrous tissue background	
Name the tumor	Osteofibrous dysplasia -cortically based lesion with cortically based lytic areas, sclerotic rimming -osteoid lakes in fibrous stroma with rimming osteoblastas	
Name the tumor	Metastatic carcinoma -lytic lesion in femoral neck and ilium -glandular arrangement of cells in marrow space, epithelial cells in organoid pattern	
What is the glenoid version relative to the scapular body?	5 degrees retroverted	
What lies in the suprascapular notch? What separates them? What is their orientation?	-suprascapular artery and nerve -separated by superior transverse scapular ligament -Army over Navy (artery superior, nerve inferior)	
What should be preserved with irreparable cuff tears to preven anterosuperior escape?	the coracoacromial ligament, important for anterosuperior restraint	
What is the first bone to ossify?	clavicle (5 weeks gestation)	
What bone is the last to fuse?	clavicle (medial epiphysis at 25 years)	
What happens if anterosuperior glenoid labral tears are repaired?	loss of external rotation	
What is the distance relation between the humeral head and pectoralis major tendon?	humeral head height is 5.6cm above superior border of pec major tendon	
What is the spatial relation between the trapezoid/conoid ligaments and the AC joint?	Trapezoid ligament is 25mm from AC joint Conoid ligament is 45mm from AC joint	
Trapezoid/conoid ligaments, which is posteromedial and which is anterolateral?	Trapezoid--anterolateral Conoid--posteromedial	
What is the ratio between glenohumeral and scapulothoracic motion with arm elevation?	2:1	
What does the rotator cuff do to the glenohumeral joint?	depresses and stabilizes humeral head against glenoid	
What is the relationship between the radial head and capitellum on radiographs?	radial head should line up with capitellum at all arm positions on XR	
What forces are seen at the medial and lateral elbow (tensile or compressive)?	Medial elbow--tensile forces Lateral elbow--compressive forces	
What is the primary static stabilizer to valgus stress at the elbow, and which component in particular?	Ulnar collateral ligament (especially the anterior band)	
What occurs with lateral ulnar collateral ligament (LUCL) injury to the elbow?	posterolateral rotatory instability (PLRI)	
What is paramount in fixation of radial shaft fractures to prevent pronation and supination loss?	Restoration of radial bow	
What is the space of Poirier? What injuries is it implicated in?	A central weak area in the floor of the carpal tunnel Implicated in lunate volar dislocation and perilunate injuries of the wrist	
What are the borders of Guyon canal? What does it contain?	Deep--flexor retinaculum Superficial--volar carpal ligament Ulnar/proximal--pisiform Radial/distal--hook of hamate   Contains ulnar nerve and artery	
What 2 hand pulleys are most critical to function (in order) and what do they overly?	A2 pulley overlies proximal phalanx--most critical to function A4 pulley overlies middle phalax--2nd most critical	
What is injured in medial scapular winging? What muscle is involved?	Long thoracic nerve (C5-C7) injury--serratus anterior dysfunction	
What is injured in lateral scapular winging? What muscle is involved?	Spinal accessory nerve (CN XI) injury--trapezius dysfunction	
What are the preclavicular brachial plexus branches (4)?	-Dorsal scapular nerve -Long thoracic nerve -Suprascapular nerve -Nerve to subclavius	
What is the spatial relation between the radial nerve within the radial groove in the posterior humerus and the medial and lateral epicondyles?	Radial nerive traverses the radial groove in the posterior humerus approximately: 20cm from the medial epicondyle 14cm from the lateral epicondyle	
What muscle does the ulnar nerve split as it enters the forearm?	Ulnar nerve splits the 2 heads of the FCU	
What muscle does the median nerve split as it enters the forearm?	Median nerve splits the 2 heads of the pronator teres	
What is the lateral antebrachial cutaneous nerve a continuation of? Describe its course at the elbow.	LABCN is a continuation of the musculocutaneous nerve.   Emerges lateral from between the biceps and brachialis at the elbow then passes lateral to the cephalic vein.	
What do the digital arteries arise from? What is their course in relation to the digital nerves?	Arise from superficial palmar arch, run dorsal to the digital nerves	
What are sites of potential compression of the median nerve (6)?	-ligament of struthers -pronator teres -FDS aponeurosis -bicipital aponeruosis -accessory head of the FPL -carpal tunnel	
What is AIN syndrome?	Compression or inflammation of the AIN of the forearm causing a PURELY MOTOR deficit of FPL/IF and MF DFP/PQ   may have pain at the forearm	
What are the potential sites of compression of the ulnar nerve (7)?	-arcade of Struthers -medial intermuscular septum -cubital tunnel (between MCL and Osborne ligament) -medial epicondyle -2 heads of FCU -anconeus epitrochlearis -Guyon canal	
Contrast proximal (cubital tunnel) to distal (Guyon canal) ulnar nerve compression.	Distal (Guyon canal) compression:  --More ulnar clawing (unopposed extension at the MCPJs and unopposed flexion at the IPJs of the RF and SF)   Proximal (cubital tunnel) compression: --Dorsal hand sensory deficit (dorsal cutaneous branch of the ulnar nerve)	
What are the sites of potential compression of the radial nerver (5)?	-fibrous bands at the elbow joint -recurrent leash of Henry -ECRB -arcade of Frohse -supinator	
How should the forearm be positioned to protect the PIN during the lateral approach to elbow (Kaplan)? Which direction does it move?	Pronate the forearm PIN moves anteriorly and radially	
How should the forearm be positioned to protect the PIN during the posterior approach to the forearm (Thompson approach)?	Pronate forearm to protect PIN PIN moves anteriorly and radially	
How should the forearm be positioned to protect the PIN during the anterior approach to the forearm (Henry approach)? Where does it move?	Supinate forearm to protect PIN PIN moves ulnarly (posteriorly and laterally)	
What separates the great and lesser sciatic notch?	Iliac spine	
What separates the greater and lesser sciatic foramina?	sacrospinous ligament (anterior sacrum to ischial spine)	
What is a potential complication of a piriformis start point in pediatric femoral nail insertion?	THreatens the posterosuperior retinacular vessels (potential for femoral head AVN)	
Slipped capital femoral epiphysis occurs through which physeal zone?	Zone of hypertrophy	
List 5 functions of the acetabular labrum.	--Deepens labrum, enhances stability --load transmission --maintenance of vacuum seal --regulation of synovial fluid hydrodynamics --joint lubrication	
What is the strongest ligament in the body? What does it attach to?	Iliofemoral ligament (Y ligament of Bigelow) Attaches to AIIS and intertrochanteric line (like an inverted Y)	
Which tibial plateau is concave? Which is convex?	Medial tibial plateau--Concave Lateral tibial plateau--Convex	
At the knee joint is there greater osseous congruity medially or laterally?	Medially (medial tibial plateau is concave)	
What is a bipartite patella?	Failure of fusion of the superolateral corner of the patella--commonly confues with patella fracture	
Define menisci red and white zones and their healing capacity?	Red zone--peripheral 1/3 of menisci, vascular, can repair   White zone--inner 2/3 of menisci, nourished by synvial fluid, limited healing capacity	
Define the ACL bundles and when they are tight.	Anteromedial bundle--tight in flexion   Posterolateral bundle--tight in extension	
Which ACL bundle is tested with a pivot shift exam?	Posterolateral bundle	
Define the PCL bundles and when they are tight.	Anterolateral--tight in flexion Posteromedial--tight in extension	
Name the 3 primary structures of the posterolateral corner (PLC). Name 5 accessory structures of the PLC.	PLC primary structures: --LCL --Popliteus tendon --Popliteofibular ligament   PLC accessory structures: --biceps femoris tendon --lateral head of gastroc --arcuate ligament --IT band --posterolateral capsule	
Describe the results of a dial test.	Rotational instability at 30 degrees only = PLC injury   Rotational instability at 30 and 90 degrees = PLC + PCL injury	
Isolated posterior cruciate ligament (PCL) injuries cause greatest knee instability at what degree of knee flexion?	90 degrees	
What is the primary blood supply to the talar body? What is it supplied by?	Artery of the tarsal canal (posterior tibial artery)	
Name the 3 lateral ligaments of the ankle and what motion they limit.	Anterior talofibular--limits inversion in plantar flexion   Calcaneofibular--limits inversion in neutral or dorsiflexion   Posterior talofibular--limits posterior talar displacement and external rotation	
Name the 4 ligaments of the ankle syndesmosis.	--AITFL (anterior inferior tibiofibular ligament) --PITFL (posterior inferior tibiofibular ligament) --Transverse tibiofibular ligament --Interosseous ligament	
What is the spring ligament? What does it do? In what deformity is it attenuated?	--Plantar calcaneonavicular ligament --supports head of talus --attenuated in pes planus deformity	
What does the Lisfranc ligament connect?	medial cuneiform to 2nd metatarsal	
What structures course along the posterior border of the medial malleolus?	"--Tibialis posterior tendon --flexor Digitorum longus tendon --Neurovascular bundle --flexor Hallucis longus tendon   ""Tom, Dick, and a Very Nervous Harry""   TP    FDL           Vein  Nerve     FHL"	
What 6 nerves exit the pelvis below the piriformis?	POP's IQ   --Pudendal --nerve to Obturator internus --Posterior femoral cutaneous --Sciatic --Inferior gluteal --nerve to Quadratus femoris	
What nerve supplies the skin medial side of the anterior knee and patellar ligament? In what 2 surgeries is it commonly injured?	Infrapetallar branch of the saphenous nerve   Can be damaged in patellar tendon harvest or TKA	
In hip surgery, injury to the obturator nerve and artery can occur when retractors are placed where?	Behind the transverse acetabular ligament	
Injury to the obturator nerve and artery can occur when acetabular screws are placed where?	Screw placement in the anteroinferior quadrant of the acetabulum	
What is the most proximal branch of the lateral plantar nerve? What is its eponym?	Nerve to the abductor digiti quinti (Baxter nerve)	
What supplies sensation to the dorsomedial aspect of the great toe? What is it a branch of? Describe its course.	Dorsal medial cutaneous nerve   Branches from the superficial peroneal nerve Crosses the EHL in a lateral-to-medial direction	
What is the corona mortis?	An anastomitic connection between: --the inferior epigastric branch of the external iliac vessels --the obturator vessels in the obturator canal	
The medial and lateral femoral circumflex vessels are named for location relative to what?	The iliopsoas tendon.	
What do the medial and lateral geniculate arteries supply? What does the middle geniculate artery supply?	Medial and lateral geniculates--supply the menisci Middle geniculate--supplies the cruciate ligaments	
The Stoppa modification is a modification to what approach? What access does it provide?	Modification to the ilioinguinal approach Uses a more extensive medial window and provides access to the pelvic brim and quadrilateral plate	
The superior gluteal nerve passes between the gluteus medius and minimus how far from the greater trochanter?	5cm proximal to the tip of the greater trochanter	
50% of total neck flexion an extension occurs where?	Occiput-C1 articulation	
50% of total neck rotation occurs where?	C1-C2	
The vertebral artery travels in the transverse foramina of what? What is it a branch of? What is its distance from the spinous process of C1 laterally?	Travels in transverse foramina of C6 to C1 (NOT C7)   Branches from the subclavian artery   2cm from the spinous process of C1 laterally	
What is the normal diameter of the cervical spine canal?	17mm	
The cervical cord may become compromised when the spinal canal diameter is less than what?	Less than 13mm	
Which vertebra has the narrowest pedicles?	T5	
Which ligament is the major stabilizer of the atlantoaxial joint?	The transverse ligament	
How the fibers of the annulus fibrosus oriented and what is it composed of?	Obliquely oriented, composed of type 1 collagen	
What is the central nucleus pulposus made of?	Type 2 collagen	
In the cervical spine the numbered nerve exits where in relation to the vertebral level?	Nerve exits at a level above the pedicle of the corresponding vertebral level (C2 nerve exits at level vertebrae C1-C2)	
In the lumbar spine the numbered nerve exits where in relation to the vertebral level? What does it traverse?	nerve root traverse the respective disc space above the named vertebral body and exits the respective foramen under the pedicle	
Central disc herniation impinges on what? Lateral disc herniation impinges on?	Central disc herniation--impinges on traversing nerve root   Lateral disc herniation--iminges on exiting nerve root	
Which nerve root is at particular risk with sacral fractures and errant anteriorly placed iliosacral screws?	L5--relatively fixed to the anterior sacral ala	
Disruption of the inferior cervical gangla can lead to what?	Horner syndrome -ptosis -miosis -anhidrosis	
Right sided anterior cervical approaches may risk injuring what? How is it identified?	Recurrent laryngeal nerve injury -hoarse voice, scratchy voice -unilateral vocal cord paralysis visualized on direct laryngoscopy	
What does the recurrent laryngeal nerve arise from? At what level on the right and left?	Arises from the vagus nerve -Right--at the level of the the subclavian artery -Left--at the level of the aortic arch	
What is the most common complication with a posterior cervical approach?	postoperative C5 palsy	
Injury to the lumbar plexus can cause what? Specifically what part of the lumar plexus?	-sexual dysfunction and retrograde ejaculation   -Injury to the superior hypogastric plexus of the sympathetic plexus that overlies the L5 vertebral body	
At what spinal level do the great vessels bifurcate?	L4-L5 disc	
What is the safe zone for anterolateral halo pins?	1cm superior to the orbital rim in the outer 2/3 of the orbit below the equator of the skull	
What are the 3 types of joints? Define them.	Synarthrosis--joining of two bony elements with no motion during maturity (skill sutures)   Amphiarthrosis--have hyaline cartilage and intervening discs with limited motion (pubic symphysis)   Diarthrosis--hylaine cartilage, synovial membrans, capsules, ligaments	
What do peripheral nerves originate from?	The ventral rami of spinal nerves	
What 4 structures attach to the coracoid process?	--coracoacromial ligament --coracoclavicular ligmants (conoid and trapezoid) --conjoined tendon (coracobrachialis and short head of biceps) --pec minor	
Describe the humeral head orientation relative to the transepicondylar axis of the humerus.	30 degrees retroverted	
What helps hold the long head of biceps tendon in the bicipital groove? Eponym?	transverse humeral ligament, Brodie's ligament	
Describe the function of the superior glenohumeral ligament.	restrains external rotation and inferior translation of adducted or slightly abducted arm (arm at side)	
Describe the function of the middle glenohumeral ligament.	Restrains anterior translation with arm abducted 45 degrees	
Describe the function of the anterior band of the inferior glenohumeral ligament.	Restrains anterior and inferior translation with arm externally rotated and abducted to 90 degrees (position of apprehension)	
Describe the function of the posterior band of the inferior glenohumeral ligaement.	Restrains posterior and inferior translation with arm internally rotated and abducted to 90 degrees	
What is a Buford complex?	absence of anteriosuperior glenoid labrum and cordlike middle glenohumeral ligament	
Which sternoclavicular ligament is strongest and the primary restraint to anteroposterior instability?	Posterior SC ligament	
What are the borders and contents of the quadrangular space?	Superior--lower border of teres minor   Inferior--upper border of teres major   medial--long head of triceps   lateral--surgical neck of humerus   Contents: Axillary nerve, posterior humeral circumflex artery	
What are the borders and contents of the triangular space?	Superior--lower border of teres minor   Inferior--upper border of teres major   Lateral--long head of triceps   Contents: circumflex scapular artery	
What are the borders and contents of the triangular interval?	Superior--lower border of teres major   Medial--long head of triceps   Lateral--shaft of humerus   Contents: Radial nerve, profunda brachii artery	
What is the carrying angle of the elbow?	Articular surface of distal humerus has 7 degree valgus tilt relative to shaft	
What are the bundles of the medial (ulnar) collateral ligament of the elbow?	Anterior Posterior Transverse (cooper ligament)	
What is reconstructed in UCL reconstruction (Tommy John surgery)? Where does it attach? What is the best way to test its stability?	anterior bundle of the UCL   attaches 18mm distal to the coronoid tip at the sublime tubercle   Test by placing a valgus stress on the elbow with arm in pronation	
What are the components of the lateral collateral ligament of the elbow?	annular  radial ulnar	
Where does the LUCL of the elbow attach?	attaches at the ulna crista supinatoris (supinator crest)	
What does Osborne ligament do?	Stabilizes ulnar nerve in cubital tunnel	
What is the ligament of struthers? What can it potentially compress?	variant anatomy attaching the supracondylar process to medial epicondyle   Median nerve	
What is the arcade of Struthers? What can it potentially compress?	A tendinous sturcture connecting the medial head of the triceps to the medial intermuscular septum   Ulnar nerve	
Where (specifically) does brachialis insert?	Coronoid process 11mm distal to the tip and Ulnar tuberosity	
What are the components of the mobile wad (3)?	--brachioradialis --extensor carpi radialis longus (ECRL) --extensor carpi radialis brevis (ECRB)	
What are the componenents of the flexor-pronator mass (5)?	PT, FCR, PL, FCU, FDS  --pronator teres --flexor carpi radialis --palmaris longus --flexor carpi ulnaris --flexor digitiorum superficialis	
What are the superficial flexors of the forearm (5)? Describe their origin, insertion, action,		
What are the deep flexors of the forearm (3)? Describe their origin, insertion, action, and innervation.		
What are the superficial extensors of the forearm (7)? Describe their origin, insertion, action, and innervation.		
What are the deep extensors of the forearm (5)? Describe their origin, insertion, action, and innervation.		
Describe the ossification of the carpal bones. When/where does it begin, how does it proceed?	Ossification begins at the capitate (present by 1 year), proceeds in a counterclockwise direction (according to posteroanterior radiograph of hand)	
What attaches to the scaphoid tubercle?	--transverse carpal ligament --abductor pollicis brevis	
What attaches to the pisiform?	--transverse carpal ligament --flexor carpi ulnaris	
What attaches to the trapezium tubercle?	--opponens --abductor pollicis brevis --flexor pollicis brevis --transverse carpal ligament	
What attaches to the hook of the hamate?	transverse carpal ligament	
In what position is the distal radioulnar joint most stable?	supination	
What bones are involved in the radiocarpal joint?	scaphoid, lunate, triquetrum	
Describe the orientation of the volar and dorsal radiocarpal ligaments. Which is strong/weak?	Volar--oblique ulnar, strong   Dorsal--oblique radial, weak	
What are the components of the triangular fibrocartilage complex (5)?		
In the intercarpal joints, what do extrinsic/intrinsic ligaments do?	Extrinsics--bridgle carpal bones to radius or metacarpals (radioscaphocapitate)   Intrinsics--attach carpal bones together (scapholunate)	
What are the bones of the proximal row of the carpus? What connects them and which are stronger?	Scaphoid, lunate, triquetrum   Connected by dorsal and palmar intercarpal ligaments   Dorsal intercarpal ligaments are stronger	
What are the bones of the distal row of the carpus? What ligaments connect them? Which interosseous ligament connection is strongest/weakest?	Trapezium, trapezoid, capitate, hamate   Connected by dorsal and palmar intercarpal ligaments   capitate-hamate ligament strongest trapezium-trapezoid ligament weakestq	
What is the midcarpal joint?	Transverse articulations between the proximal and distal rows	
Describe the cam mechanism of metacarpophalangeal joints.	Collateral ligaments of the MCPJs tighten with MCP joint flexion	
Name the thenar muscles (4) and their innervation.	--Abductor pollics brevis --Opponens pollicis --Flexor pollicis brevis --Adductor pollics	
Name the hypothenar muscles (4) and their innervation.	--Palmaris brevis --Abductor digiti minimi --Flexor digiti minimi brevis --Oppones digiti minimi	
Name the intrinsic muscles of the hand (3), their function and innervation.	Lumbricals --Extend PIPJs --Median and ulnar nerves   Dorsal Interossei --Abduct fingers, flex MCPJs --Ulnar nerve   Palmar Interossei --Adduct fingers, flex MCPJs --Ulnar nerve	
Name the contents of the extensor (dorsal) compartments of the wrist.		
What tendons form the borders of the anatomic snuffbox?	Radial--EPB   Ulnar--EPL	
Name the structures of the intrinsic apparatus (4) and what motions they allow.		
What serves as the roos of the carpal tunnel? Where does it attach?	Transverse carpal ligament   Radial attachment --scaphoid tuberosity --trapezial ridge   Ulnar attachment --hook of hamate --pisiform	
What structures pass through the carpal tunnel?	Median nerve 9 tendons  --FPL --FDS (4) --FDP (4)	
Which FDS tendons are volar in the carpal tunnel?	Tendons to middle and ring fingers are volar to index and small fingers	
Name the sequence of the flexor pulley system in order.	A1 A2 C1 A3 C2 A4 C3 A5	
Which flexor pulleys originate from bone? Which originate from the palmar (volar) plates?	Bone--A2, A4   Volar plates--A1, A3, A5	
Which pulley is involved in trigger digits?	A1	
What is the brachial plexus formed from?	Ventral rami of C5-T1	
Between what does the brachial plexus exit the neck?	anterior and middle scalene muscles	
From proximal to distal what are the levels of the brachial plexus?	Real Texans Drink Cold Beer   Roots, Trunks, Divisions, Cords, Branches	
How many brachial plexus roots are there? What terminal branches do they give off?	Five roots (C5-T1)   Terminal branches:--dorsal scapular nerve --long thoracic nerve	
How many brachial plexus trunks are there? What terminal branches do they give off?	3 (upper, middle, lower)   Terminal branches:--suprascapular nerve --Nerve to subclavius	
How many brachial plexus divisions are there? What terminal branches do they give off?	Six divisions (anterior and posterior; two limbs from each trunk)   No terminal branches at this level	
How many brachial plexus cords are there?	Three cords (lateral, medial, posterior)	
What are the terminal branches of the brachial plexus lateral cord (3)?	--musculocutaneous nerve --lateral pectoral nerve --contribution to median nerver	
What are the terminal branches of the brachial plexus posterior cord (5)?	--Radial nerve --Axillary nerve --Upper and lower subscapular nerve --THoracodorsal nerve	
What are the terminal branches of the brachial plexus medial cord (5)?	--ulnar nerve --contribution to median nerve --medial pectoral nerve --medial brachial cutaneous nerve --Medial antebrachial cutaneous nerve	
Which brachial plexus terminal branch is formed from 2 cords? What are they?	The median nerve is formed from the medial and lateral cords	
Innervation of all rotator cuff muscles is derived from what brachial plexus roots?	C5 and C6	
Describe the innervation of the rotator cuff muscles.		
