procedure_id,display_name,specialty,region,manual_review,recommended_approach_ids,conditional_approach_ids,blocked_approach_ids,important_anatomy_count,structures_at_risk_count,landmarks_count,approach_notes_count,pimp_topics_count,facts_total,has_recommended_approaches,has_high_conf_fact,distinct_source_urls,missing_fields,scores,overall_resident_utility,priority_tier,reasons,suggested_improvements,source_coverage_status
tibial_shaft_fracture_orif,Tibial Shaft Fracture ORIF,trauma,leg,False,"[""approach_lower_ext_leg_lateral"", ""approach_lower_ext_leg_medial""]",[],[],1,1,0,1,2,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Add radial nerve spiral groove / compartment details and specific anterolateral vs posterior (or leg) approach pearls from shaft fracture pages.""]",partial
meniscus_repair,Meniscus Repair,sports,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],1,0,1,1,2,3,True,True,1,"[""structures_at_risk""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,[],"[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
ddh_surgery,"DDH Surgery (Pavlik, Closed/Open Reduction, Osteotomy)",pediatrics,hip,False,"[""approach_lower_ext_hip_medial_ludloff""]","[{""condition"": ""anterior or pelvic osteotomy needed"", ""triggers"": [""salter"", ""dega"", ""pemberton"", ""osteotomy""], ""approach_ids"": [""approach_lower_ext_hip_anterior_smith_peterson""]}]",[],1,0,0,1,2,2,True,True,1,"[""structures_at_risk"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,okay,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
reverse_shoulder_arthroplasty,Reverse Shoulder Arthroplasty,recon,shoulder,False,"[""approach_shoulder_deltopectoral"", ""approach_shoulder_lateral_deltoid_split""]",[],[],1,1,0,1,1,3,True,True,2,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",4,excellent,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]",[],strong
perthes_disease_surgery,Legg-Calve-Perthes Containment Osteotomy,pediatrics,hip,False,"[""approach_lower_ext_hip_anterior_smith_peterson""]",[],[],1,0,0,1,1,2,True,False,1,"[""structures_at_risk"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 2, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 2, ""pimp_topic_usefulness"": 1}",2,should_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
lateral_ankle_ligament_repair,Lateral Ankle Ligament Repair (Brostrom),sports,ankle,False,"[""approach_lower_ext_ankle_anterior""]",[],[],1,1,1,1,1,4,True,True,1,[],"{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",3,should_fix,[],"[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
metacarpal_fracture_orif,Metacarpal Fracture ORIF (incl. Boxer's),hand,hand,False,"[""approach_wrist_dorsal""]",[],[],1,1,0,1,1,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",3,okay,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
distal_femur_fracture_orif,Distal Femur Fracture ORIF,trauma,thigh,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar"", ""approach_lower_ext_knee_lateral""]",[],[],1,1,0,1,1,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",3,okay,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
lateral_epicondylitis_release,Lateral Epicondylitis (Tennis Elbow) Release,sports,elbow,False,"[""approach_elbow_lateral_kocher""]",[],[],1,1,0,1,1,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",3,okay,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
cervical_laminectomy_fusion,Posterior Cervical Laminectomy and Fusion,spine,cervical,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
plantar_fasciitis_release,Plantar Fasciitis Release,foot_ankle,foot,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
periprosthetic_hip_fracture_orif,Periprosthetic Hip Fracture ORIF,trauma,hip,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
elbow_arthroscopy,Elbow Arthroscopy,sports,elbow,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
wrist_arthroscopy_tfcc,Wrist Arthroscopy / TFCC Repair,hand,wrist,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
quadriceps_tendon_repair,Quadriceps Tendon Repair,sports,knee,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
boxers_fracture_orif,Boxer's (5th Metacarpal Neck) Fracture ORIF,hand,hand,True,[],[],[],0,0,0,0,0,0,False,False,0,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 0, ""pimp_topic_usefulness"": 0}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],weak/none
